audit_id,audit_date,department_name,finding,severity,status,manager_id,project_id
15910,2026-04-07,Analytics,Region watch Congress thought.,Medium,In Review,395,177
15911,2026-02-15,Operations,Strategy rise be never safe.,Medium,Closed,54,387
15912,2026-02-20,Operations,List picture various a program board.,Medium,In Review,128,445
15913,2026-01-26,Analytics,Surface owner town hour.,Low,Open,297,309
15914,2026-01-23,Operations,National could television would.,High,In Review,162,170
15915,2026-04-09,Logistics,Miss nice note pressure economic enjoy.,Medium,Closed,120,210
15916,2026-03-17,Logistics,Loss stop reach.,Medium,Closed,494,16
15917,2026-04-09,Operations,Identify describe line travel over memory heart.,High,In Review,245,148
15918,2026-02-20,Operations,Loss dog probably north clear sport.,Low,In Review,324,227
15919,2026-03-16,Operations,Claim how environment mother activity.,High,Open,381,419
15920,2026-01-18,Operations,Around same as.,High,In Review,345,259
15921,2026-04-10,Veterinary,Life through traditional third listen.,Medium,Open,463,127
15922,2026-03-27,Analytics,It Mrs those.,Low,Closed,168,43
15923,2026-02-25,Veterinary,Take society fear.,Low,In Review,134,204
15924,2026-03-31,Veterinary,Message month election all front change.,Low,Open,69,369
15925,2026-01-05,Veterinary,Pattern whatever thus already.,Medium,Closed,229,499
15926,2026-01-11,Veterinary,Physical part who modern.,Critical,Open,104,413
15927,2026-04-10,Operations,Reach energy spring.,Medium,Closed,249,91
15928,2026-01-24,Logistics,Every its low moment now.,Medium,Closed,137,331
15929,2026-03-03,Operations,Unit often opportunity quickly modern likely.,Medium,Open,36,466
15930,2026-04-08,Operations,Despite respond budget west.,Critical,In Review,84,368
15931,2026-01-31,Veterinary,Whole ability down last.,Low,Closed,323,387
15932,2026-04-12,Logistics,Meet establish tax camera.,Critical,Open,428,391
15933,2026-03-21,Logistics,Dinner line writer else song.,Medium,Closed,278,493
15934,2026-03-17,Logistics,Attack most heavy.,High,Closed,144,162
15935,2026-04-12,Logistics,College world hear.,Critical,In Review,299,158
15936,2026-01-31,Analytics,Sell task force evidence for yeah.,Medium,Open,167,342
15937,2026-02-26,Logistics,Your set resource improve.,High,In Review,295,218
15938,2026-02-02,Veterinary,Would fear yeah until after.,Low,Closed,422,314
15939,2026-01-22,Operations,Admit guess those manage area agency.,High,In Review,493,397
15940,2026-02-12,Veterinary,Real medical source as truth check.,Low,Open,246,304
15941,2026-02-17,Analytics,Western field this hope especially.,Low,In Review,141,402
15942,2026-01-11,Analytics,Be easy national reflect.,Low,Closed,43,205
15943,2026-03-03,Analytics,Interest none up down.,Low,Closed,437,109
15944,2026-01-11,Operations,Represent fear white.,High,In Review,47,433
15945,2026-03-14,Analytics,Wrong daughter meeting.,Medium,Open,252,125
15946,2026-01-13,Operations,Ground world notice time.,Medium,Open,278,189
15947,2026-03-19,Operations,Season white marriage rest even.,Low,Open,138,449
15948,2026-02-10,Operations,Executive economy by point.,Critical,Closed,398,384
15949,2026-02-04,Veterinary,Enter politics husband deep.,High,Closed,15,350
15950,2026-04-01,Operations,Foot maintain keep newspaper pattern coach.,High,Open,58,472
15951,2026-04-04,Operations,Hotel represent operation way open do.,High,Closed,348,363
15952,2026-03-07,Logistics,World need agent body away.,Medium,Closed,339,47
15953,2026-02-21,Analytics,Since kitchen interesting ground how wrong.,High,In Review,178,149
15954,2026-02-03,Veterinary,Scientist pressure bank car story six.,Medium,Closed,245,381
15955,2026-03-21,Veterinary,Range over represent plan ahead.,Critical,Open,135,278
15956,2026-02-19,Operations,Appear perform act officer.,Low,Closed,320,366
15957,2026-04-03,Analytics,Campaign small father speech.,Low,Open,320,267
15958,2026-03-17,Logistics,Face until now partner politics start.,Medium,Open,117,264
15959,2026-04-02,Operations,Senior subject option do trial now.,Critical,In Review,344,216
15960,2026-04-12,Veterinary,Each suggest production without.,Low,Closed,493,299
15961,2026-02-25,Analytics,Everything focus just again.,High,Open,289,98
15962,2026-04-05,Analytics,Say back decade six fine.,Medium,In Review,12,273
15963,2026-03-13,Veterinary,Court board air finally establish.,Medium,In Review,411,16
15964,2026-04-03,Veterinary,Start relationship she sure during here.,Medium,In Review,470,131
15965,2026-03-17,Veterinary,Keep source wonder stop.,Critical,In Review,373,332
15966,2026-02-20,Operations,Line party within weight news team.,High,In Review,82,472
15967,2026-03-29,Operations,Region government produce car explain.,High,In Review,479,137
15968,2026-03-14,Operations,Item compare hit thought.,Low,In Review,259,305
15969,2026-03-03,Veterinary,Skill difference worry.,Medium,Closed,448,211
15970,2026-02-04,Logistics,Operation successful film whose.,Medium,Open,131,293
15971,2026-01-17,Veterinary,None half challenge age second author.,Low,In Review,127,496
15972,2026-01-08,Logistics,Turn store know training begin.,Medium,In Review,114,402
15973,2026-03-12,Logistics,Visit population when.,Low,Closed,270,126
15974,2026-04-05,Operations,Late hard everyone according arrive.,Critical,Open,424,70
15975,2026-02-05,Logistics,Political market environment how know part.,Critical,Open,323,19
15976,2026-03-22,Logistics,Drive describe skin.,Critical,Open,86,477
15977,2026-01-24,Veterinary,Everybody light PM relationship.,Low,Open,165,438
15978,2026-04-10,Operations,Democratic these analysis husband.,Medium,In Review,389,66
15979,2026-02-08,Analytics,City international clear main decision where.,Low,Open,278,58
15980,2026-01-13,Operations,Next program send.,Low,Open,181,466
15981,2026-03-12,Logistics,Forward choose property source different machine.,Critical,Closed,276,248
15982,2026-03-16,Veterinary,Low black care blue be discover.,Low,Closed,425,78
15983,2026-01-16,Veterinary,Agreement discussion election century have hope.,Medium,Closed,362,355
15984,2026-01-03,Logistics,Financial student sure appear.,Critical,In Review,465,394
15985,2026-04-09,Analytics,Production hard together bar task.,Critical,Closed,280,442
15986,2026-01-29,Analytics,Who onto the.,High,Open,444,307
15987,2026-03-30,Operations,Enough remain most better light whom.,Medium,In Review,50,413
15988,2026-01-16,Operations,Large travel magazine protect yourself cell.,Medium,Open,438,42
15989,2026-01-16,Analytics,Responsibility maybe spend.,Critical,Open,210,368
15990,2026-03-30,Veterinary,Impact challenge food glass admit morning.,Critical,Open,456,283
15991,2026-01-17,Operations,Study blue among choose social.,Low,Closed,301,344
15992,2026-02-08,Analytics,Method around popular blue.,Critical,Closed,427,116
15993,2026-02-06,Operations,Country whether next.,Low,In Review,486,108
15994,2026-03-28,Analytics,Ability official skin military news east.,Critical,Open,262,364
15995,2026-03-30,Logistics,Authority student paper purpose chair true.,High,In Review,306,421
15996,2026-01-14,Operations,War poor method game wonder.,Critical,In Review,15,136
15997,2026-02-07,Operations,Girl music character.,Critical,In Review,187,1
15998,2026-03-06,Operations,Nature four section a lead.,Critical,Open,381,11
15999,2026-01-25,Veterinary,Husband hand message return safe.,Low,In Review,386,36
16000,2026-01-03,Analytics,Yard let music item.,Medium,In Review,488,357
16001,2026-04-03,Operations,Understand tend can interview like any some.,Critical,In Review,97,60
16002,2026-01-27,Analytics,Walk official ever.,High,Open,408,279
16003,2026-02-25,Veterinary,Fine onto staff.,High,Open,364,105
16004,2026-01-30,Operations,Democrat support deep reality help become.,Medium,In Review,177,181
16005,2026-03-17,Operations,Baby we work list tree government.,Low,In Review,468,99
16006,2026-02-08,Veterinary,Even away mean evening behind.,Critical,Closed,118,374
16007,2026-02-16,Logistics,Kind share most evidence crime agree.,Critical,Open,42,17
16008,2026-01-27,Operations,Now spring just product at.,Medium,Closed,9,77
16009,2026-02-06,Analytics,Month enjoy a better.,High,Closed,255,412
16010,2026-03-15,Logistics,Feeling make TV stay according guy.,Critical,Open,353,488
16011,2026-01-12,Operations,Upon indeed recognize together paper coach.,High,Open,47,34
16012,2026-01-19,Logistics,Situation spend political watch eight return price.,Critical,Closed,128,302
16013,2026-04-02,Veterinary,Group cover performance.,Medium,In Review,348,285
16014,2026-02-25,Logistics,Cultural learn generation.,High,Closed,332,414
16015,2026-01-02,Operations,Once turn federal fight occur if.,High,In Review,412,50
16016,2026-02-16,Analytics,History season one type work.,High,Closed,288,194
16017,2026-03-14,Operations,Rest boy including yard result he.,Low,In Review,485,144
16018,2026-03-14,Logistics,Catch suddenly finish professional pull.,High,Open,469,187
16019,2026-02-25,Operations,Late apply evening present look.,Low,Closed,368,352
16020,2026-02-15,Operations,Performance enjoy piece into indicate accept.,Medium,Open,321,156
16021,2026-02-17,Veterinary,Stop may popular nice history.,Medium,Open,401,417
16022,2026-02-14,Operations,Step produce again world begin.,Low,In Review,497,304
16023,2026-02-21,Analytics,Picture top development recent kind wrong.,Critical,Open,333,252
16024,2026-04-09,Veterinary,Item source of gas prepare.,High,Open,392,111
16025,2026-04-08,Operations,Player white minute Mr.,Medium,Open,360,387
16026,2026-04-10,Operations,Authority scientist feel arrive sit want.,Critical,Open,2,213
16027,2026-03-07,Analytics,Lead painting authority of a.,Low,Closed,456,209
16028,2026-01-01,Logistics,Expect building whom study.,Low,Closed,84,175
16029,2026-03-19,Veterinary,Thank after least land.,Low,Open,102,304
16030,2026-03-14,Veterinary,She sort street avoid feel eight.,Low,Closed,495,118
16031,2026-03-18,Analytics,Evening onto represent.,Medium,In Review,118,159
16032,2026-03-17,Logistics,Bar subject five accept.,High,In Review,18,329
16033,2026-03-24,Logistics,Evidence stage special history maybe receive.,High,Open,472,404
16034,2026-02-25,Logistics,Wonder minute throughout shoulder.,High,Open,6,276
16035,2026-01-21,Logistics,Nor civil pass reduce type.,High,In Review,417,257
16036,2026-01-24,Analytics,Produce school consider Congress.,Critical,In Review,306,343
16037,2026-01-20,Analytics,Issue spring position.,High,Closed,54,111
16038,2026-02-15,Veterinary,Stay item this deep.,Low,In Review,465,89
16039,2026-04-08,Analytics,Current mother billion.,Medium,In Review,320,174
16040,2026-02-11,Analytics,Treat analysis blue.,Low,Open,21,355
16041,2026-03-24,Analytics,Onto account rule consumer.,Low,Closed,241,82
16042,2026-03-13,Veterinary,Cover wife who.,Critical,Open,86,78
16043,2026-04-12,Logistics,Place owner brother where.,Critical,In Review,135,422
16044,2026-01-03,Operations,Ahead conference draw.,Critical,Open,279,152
16045,2026-02-14,Veterinary,Wish site budget expert.,Low,Open,392,359
16046,2026-03-17,Logistics,All especially reason growth.,Low,In Review,193,241
16047,2026-04-11,Analytics,Blue turn clear nothing box not.,Medium,Open,449,399
16048,2026-01-16,Veterinary,Stop quality group enough economic.,High,In Review,132,364
16049,2026-03-15,Analytics,Drive simple often card by.,Critical,Closed,460,281
16050,2026-01-13,Analytics,Page majority professional whom.,Low,In Review,474,225
16051,2026-03-26,Veterinary,Business music unit.,Critical,In Review,354,123
16052,2026-02-10,Logistics,Spring nothing understand.,Medium,Closed,297,66
16053,2026-02-05,Logistics,Decide majority know involve.,Critical,Closed,210,118
16054,2026-03-20,Veterinary,Science month wrong public edge step.,Critical,Open,467,285
16055,2026-01-30,Veterinary,Bad relate start international theory.,Low,In Review,223,406
16056,2026-03-07,Operations,Ten next build.,Critical,Open,299,295
16057,2026-02-05,Logistics,Arm maintain suggest different else.,Low,Open,208,235
16058,2026-04-01,Logistics,Activity study present suddenly not.,Low,Open,415,294
16059,2026-03-14,Veterinary,Consider customer step relationship letter.,Critical,Open,7,478
16060,2026-02-15,Logistics,Education trouble woman picture.,High,In Review,214,442
16061,2026-01-14,Logistics,Time baby draw treatment.,High,In Review,117,269
16062,2026-01-08,Operations,Rule statement vote coach real many.,Low,Closed,84,297
16063,2026-01-03,Logistics,Lot study study improve high friend.,High,In Review,172,232
16064,2026-01-21,Operations,Choice large road also.,Medium,Open,77,25
16065,2026-01-06,Operations,Hold individual great them best.,Low,In Review,486,37
16066,2026-02-13,Analytics,His significant inside degree loss.,Low,Closed,5,256
16067,2026-03-24,Logistics,Do sure blue.,Low,Closed,459,385
16068,2026-03-22,Logistics,Could address candidate maybe trip organization.,Medium,Open,455,25
16069,2026-01-16,Logistics,Direction plant up.,High,Open,428,479
16070,2026-03-02,Logistics,Case long story.,Medium,Closed,456,44
16071,2026-03-17,Logistics,Early most top she.,Medium,In Review,368,64
16072,2026-02-25,Operations,Or line particularly age.,Low,Closed,266,338
16073,2026-01-12,Logistics,Author mean degree food kitchen.,Critical,In Review,68,491
16074,2026-01-04,Veterinary,Her actually sound.,Low,Closed,456,470
16075,2026-02-28,Veterinary,Establish guy try information speech half us.,Low,In Review,275,366
16076,2026-01-14,Analytics,Training like mention when.,Medium,Closed,450,263
16077,2026-01-21,Operations,Best theory finish something lose wife.,Low,Closed,134,360
16078,2026-04-08,Analytics,Face society read how instead me.,High,In Review,8,179
16079,2026-04-07,Logistics,People huge doctor product heavy.,Low,In Review,25,81
16080,2026-04-03,Operations,Pm particularly friend pressure.,High,In Review,210,384
16081,2026-02-21,Veterinary,Simple light pick.,Low,Closed,448,371
16082,2026-01-10,Logistics,Pretty example need.,Low,Closed,115,207
16083,2026-03-07,Logistics,Man whole energy how bill.,Medium,In Review,479,399
16084,2026-02-05,Operations,Probably figure century high add.,Medium,Open,344,118
16085,2026-02-18,Logistics,Song difference shoulder stock.,Low,Open,16,116
16086,2026-01-27,Logistics,Hope civil even red.,Low,Closed,81,68
16087,2026-01-09,Analytics,Work board worry feeling.,High,In Review,252,23
16088,2026-02-03,Analytics,Now term analysis might reach.,Low,In Review,442,5
16089,2026-03-11,Veterinary,Give me however camera billion radio.,High,Open,420,388
16090,2026-01-09,Operations,Quickly lot which.,High,Open,66,217
16091,2026-04-07,Veterinary,Result which process wish assume season.,Low,Open,485,57
16092,2026-03-04,Operations,Campaign including finish would protect.,Critical,Closed,121,347
16093,2026-03-06,Veterinary,Challenge everything camera believe TV.,Low,Open,486,82
16094,2026-02-17,Operations,Likely upon dream usually prevent.,High,Open,90,464
16095,2026-02-12,Logistics,Training anyone who.,High,Closed,136,286
16096,2026-01-18,Logistics,Trial car population coach administration.,Medium,Closed,187,296
16097,2026-03-15,Operations,Them population today near trade good.,Low,Closed,170,444
16098,2026-01-21,Operations,Crime somebody hit while issue evening.,Low,In Review,388,99
16099,2026-02-05,Operations,Point whom material through something push.,Medium,Closed,139,370
16100,2026-01-22,Logistics,Low partner child.,High,In Review,234,273
16101,2026-03-07,Analytics,Where theory bad bag public half.,Medium,In Review,143,366
16102,2026-01-30,Veterinary,Office mouth myself.,Low,Open,386,86
16103,2026-02-15,Veterinary,Example significant significant rest.,Low,Closed,270,328
16104,2026-03-01,Operations,Senior book speech vote whom investment.,High,Closed,242,432
16105,2026-03-08,Logistics,Long cover else hot never.,Critical,In Review,481,87
16106,2026-02-01,Logistics,Your common international thousand third form.,Low,In Review,192,335
16107,2026-03-19,Analytics,Spring own economic and.,High,In Review,134,124
16108,2026-03-17,Analytics,Detail international money lose much.,Critical,In Review,306,18
16109,2026-02-27,Veterinary,Test military sport.,High,In Review,46,217
16110,2026-04-09,Analytics,Hear girl good over.,Critical,Open,293,254
16111,2026-01-04,Veterinary,Site project develop kid.,Critical,In Review,389,499
16112,2026-03-07,Veterinary,Site wait general summer sound strong.,Critical,Open,73,44
16113,2026-02-09,Logistics,Defense between economic country across even.,Low,In Review,400,71
16114,2026-03-16,Logistics,Job still art movement state.,Medium,Closed,420,161
16115,2026-03-12,Operations,Strategy brother order.,Low,In Review,222,89
16116,2026-04-04,Analytics,Music member feeling special space.,High,Closed,390,455
16117,2026-03-06,Operations,Leader easy professional outside.,High,Closed,361,115
16118,2026-03-11,Analytics,Level gas hope over.,Medium,Open,439,276
16119,2026-03-02,Veterinary,Enter PM case.,Medium,In Review,441,154
16120,2026-03-28,Analytics,Former idea record.,High,Open,466,45
16121,2026-03-12,Analytics,Television past toward the tough less.,Medium,Closed,497,77
16122,2026-03-19,Logistics,Senior perhaps country.,High,Closed,331,316
16123,2026-03-22,Veterinary,Clear identify address.,Low,In Review,54,120
16124,2026-01-28,Logistics,Place present while rate.,Medium,Closed,209,161
16125,2026-03-28,Logistics,Night risk sport if.,Medium,Closed,481,56
16126,2026-03-22,Veterinary,Major others choose son.,Low,In Review,129,329
16127,2026-02-20,Logistics,Operation bar case.,High,Closed,233,450
16128,2026-02-14,Logistics,Certain arrive maybe.,High,In Review,51,386
16129,2026-02-21,Analytics,Event phone show senior success.,Medium,In Review,357,208
16130,2026-02-01,Analytics,Skill despite only.,Low,In Review,373,375
16131,2026-01-26,Logistics,Loss let age education light for.,Low,Open,174,332
16132,2026-01-22,Analytics,Employee color test.,Medium,Open,406,165
16133,2026-01-03,Logistics,Team certain wide best base material.,High,In Review,146,331
16134,2026-03-22,Veterinary,Stock house which usually activity.,High,In Review,177,463
16135,2026-03-18,Operations,Too hundred job.,Low,Closed,140,90
16136,2026-04-01,Operations,First call security almost.,Medium,Closed,322,1
16137,2026-01-09,Veterinary,Road difference yet detail.,Medium,Open,418,242
16138,2026-04-07,Veterinary,Street source wait over blood notice.,Low,Closed,4,218
16139,2026-01-16,Operations,Exist least method.,Medium,Closed,288,157
16140,2026-03-01,Analytics,Perhaps cold media scientist.,Low,Closed,279,286
16141,2026-01-19,Analytics,Natural deal professor.,Low,Open,209,128
16142,2026-01-31,Logistics,Run interesting event.,Medium,Closed,460,384
16143,2026-02-12,Analytics,Size worker around third.,Low,Open,392,451
16144,2026-02-07,Logistics,Same candidate and defense employee quality.,High,In Review,486,372
16145,2026-04-04,Logistics,Imagine natural ok scientist.,Medium,Open,9,370
16146,2026-02-15,Analytics,Argue effort list customer under force.,High,Open,3,494
16147,2026-02-05,Veterinary,Field truth issue sort full.,High,Closed,485,237
16148,2026-01-17,Veterinary,Military beat situation book.,Critical,Open,230,285
16149,2026-04-09,Analytics,Could rock someone if when.,High,Closed,80,329
16150,2026-02-26,Veterinary,Bill there parent.,Critical,In Review,64,440
16151,2026-02-01,Analytics,Hope budget western this.,Medium,Closed,94,147
16152,2026-01-12,Veterinary,Nearly bring vote religious action rather.,Critical,Open,133,351
16153,2026-01-01,Logistics,Image clearly class gun put exactly.,Low,Closed,466,64
16154,2026-03-22,Veterinary,Article technology water ready officer.,High,In Review,188,307
16155,2026-01-01,Veterinary,Customer could theory.,Critical,Open,496,249
16156,2026-01-07,Veterinary,Anything know according machine.,Medium,In Review,249,369
16157,2026-01-29,Veterinary,Community behind fast thing.,Critical,Closed,443,442
16158,2026-02-08,Logistics,Agency who thousand special always program.,High,Open,276,359
16159,2026-01-26,Logistics,Book future when see.,Medium,Closed,116,84
16160,2026-01-27,Analytics,Address quite see.,High,Closed,413,453
16161,2026-03-13,Logistics,South behind audience.,High,In Review,3,371
16162,2026-01-20,Logistics,Modern crime animal.,Low,Closed,278,57
16163,2026-04-02,Logistics,Also likely clear change.,High,In Review,372,126
16164,2026-01-21,Veterinary,Carry level training.,Critical,Open,23,462
16165,2026-01-09,Operations,A all best.,Low,Closed,256,2
16166,2026-01-10,Operations,Professor physical may move vote.,Critical,In Review,17,270
16167,2026-03-24,Operations,Story animal away beyond hear.,Low,Closed,160,317
16168,2026-04-07,Operations,List strategy analysis.,Low,Open,121,186
16169,2026-03-08,Logistics,Might your week close consumer next.,Medium,Closed,335,202
16170,2026-01-24,Veterinary,North many fish fire sort newspaper.,High,In Review,254,150
16171,2026-01-04,Operations,Senior relate way small administration language.,Critical,Open,304,404
16172,2026-04-03,Veterinary,Whose mouth new win.,Critical,Open,351,21
16173,2026-04-06,Operations,Physical glass price than.,Critical,Open,247,19
16174,2026-03-12,Logistics,So service effort remain area.,Medium,Open,425,251
16175,2026-04-09,Analytics,Own factor country Democrat audience whether.,Critical,Closed,16,403
16176,2026-03-23,Operations,Until in down bag home family.,Medium,Open,373,132
16177,2026-03-29,Logistics,Ask official fish I involve ahead.,Low,Closed,214,165
16178,2026-01-12,Veterinary,Add suggest laugh law scene fear.,Critical,In Review,46,76
16179,2026-02-17,Veterinary,While explain religious stop.,Critical,Open,75,213
16180,2026-02-24,Veterinary,Seat run bag.,Critical,Open,12,133
16181,2026-04-07,Logistics,Theory skill push brother.,Critical,Closed,292,127
16182,2026-02-20,Analytics,I actually pull cell blood Mrs.,Critical,Open,255,377
16183,2026-01-21,Analytics,Foreign commercial exactly.,High,Closed,115,15
16184,2026-01-07,Veterinary,Occur risk particularly smile.,Low,Open,483,13
16185,2026-01-17,Veterinary,Sound wife word control dog large.,Low,Open,57,297
16186,2026-03-01,Logistics,Resource natural nor writer break system.,High,Closed,34,168
16187,2026-02-08,Logistics,Soon gun little.,Low,Open,320,94
16188,2026-01-28,Operations,Travel free front development.,Medium,Closed,213,452
16189,2026-03-22,Operations,Environmental early natural successful listen.,Medium,Open,237,362
16190,2026-02-23,Veterinary,Song would matter walk population than.,Critical,In Review,1,188
16191,2026-02-17,Veterinary,Sister gas build.,Critical,In Review,351,432
16192,2026-03-28,Logistics,Time different common.,Low,In Review,98,225
16193,2026-03-06,Logistics,Chair different catch mouth defense behavior.,High,In Review,469,55
16194,2026-03-16,Analytics,Half director he want.,Critical,In Review,250,167
16195,2026-03-07,Veterinary,Generation plan garden.,Low,Closed,191,93
16196,2026-02-13,Operations,Say system fly ready.,Medium,Closed,284,290
16197,2026-03-24,Analytics,Contain together live site we.,Low,Closed,476,154
16198,2026-01-09,Analytics,Media past chair.,Medium,Open,234,465
16199,2026-03-28,Veterinary,Base subject answer environmental.,Critical,Closed,152,114
16200,2026-02-28,Operations,Season establish enjoy.,Low,In Review,385,401
16201,2026-01-21,Operations,These guess per popular program.,Medium,Open,484,54
16202,2026-01-15,Analytics,Business cost suffer conference decide.,Critical,Closed,294,324
16203,2026-04-02,Logistics,Explain idea until difficult pull.,Medium,Open,99,198
16204,2026-01-17,Logistics,Organization usually focus forget.,Critical,Closed,36,182
16205,2026-02-19,Veterinary,Who management including leader student.,High,Closed,42,137
16206,2026-02-15,Operations,Concern why these.,High,Closed,409,447
16207,2026-03-25,Operations,Job out during knowledge chair.,Medium,Open,166,165
16208,2026-03-20,Logistics,Same property clearly.,High,In Review,370,162
16209,2026-03-11,Operations,Back threat operation do.,Low,Closed,73,197
16210,2026-02-13,Veterinary,Seat light size.,High,In Review,307,5
16211,2026-01-17,Veterinary,Improve yet everybody.,Medium,In Review,396,96
16212,2026-02-17,Analytics,Catch determine hospital remember game expect.,Medium,In Review,186,235
16213,2026-01-22,Analytics,Hit tough son relate increase cut.,Critical,Closed,318,6
16214,2026-01-21,Veterinary,Enjoy cup activity summer all low.,Low,In Review,284,352
16215,2026-02-06,Analytics,Reduce physical natural dark.,Low,Closed,118,224
16216,2026-01-21,Veterinary,Expect detail discussion wrong time space.,Critical,Open,20,231
16217,2026-02-05,Logistics,Development assume foreign mission.,Medium,Open,476,217
16218,2026-01-04,Logistics,Consumer radio us it remain nothing.,Low,In Review,474,455
16219,2026-03-02,Veterinary,President senior fear plan.,High,Open,159,47
16220,2026-02-20,Operations,Cell man several hear quality.,Medium,In Review,230,239
16221,2026-02-15,Veterinary,Measure bag ok its.,Medium,In Review,164,201
16222,2026-04-11,Veterinary,Wear establish few.,High,In Review,223,140
16223,2026-03-10,Veterinary,Care debate important time determine size.,Low,Open,147,465
16224,2026-03-21,Analytics,Risk teacher floor experience because.,Low,In Review,457,51
16225,2026-02-19,Logistics,Never marriage true Republican too.,Critical,Closed,421,235
16226,2026-03-02,Logistics,Year participant sense interest on in.,High,Closed,468,332
16227,2026-01-02,Analytics,Option collection star continue standard.,Critical,Open,365,409
16228,2026-02-18,Veterinary,Word her subject successful nice.,Low,In Review,384,175
16229,2026-04-04,Analytics,Center there article.,High,Open,486,57
16230,2026-02-06,Logistics,Popular conference their eat.,High,Open,119,417
16231,2026-01-31,Operations,Close increase our.,Low,In Review,143,62
16232,2026-03-11,Analytics,Beat sign executive meeting hour.,High,Open,115,161
16233,2026-01-11,Operations,Concern bad shake decide total.,Low,In Review,389,455
16234,2026-03-23,Veterinary,Near hundred glass stay piece other.,Medium,Open,366,213
16235,2026-04-12,Veterinary,West her age.,Medium,Closed,370,9
16236,2026-03-14,Veterinary,Sound amount reality too standard boy.,Low,Closed,410,268
16237,2026-03-07,Veterinary,Prevent field low series something.,Medium,Closed,348,326
16238,2026-02-08,Veterinary,On approach hard seat.,High,Closed,242,282
16239,2026-02-13,Operations,Civil subject direction.,High,Open,183,233
16240,2026-02-26,Veterinary,Provide sell up.,Critical,Open,254,199
16241,2026-03-21,Operations,Student key citizen thousand.,Critical,Open,47,434
16242,2026-03-03,Operations,Light return probably tough.,Critical,In Review,396,244
16243,2026-03-01,Logistics,Medical begin animal.,High,In Review,404,405
16244,2026-01-23,Operations,Country one admit.,High,Closed,14,28
16245,2026-04-05,Analytics,Church score social.,Critical,In Review,495,320
16246,2026-03-15,Operations,Task always card may though.,High,Closed,304,196
16247,2026-03-01,Veterinary,Game on third thousand pattern specific.,Medium,In Review,203,276
16248,2026-02-08,Analytics,Environment lawyer once kind forget.,High,Open,152,196
16249,2026-02-17,Operations,Drive start cup safe music.,High,Open,496,265
16250,2026-01-11,Operations,Reason sing like claim.,Low,Closed,433,147
16251,2026-03-23,Logistics,Think discover offer bring state.,Medium,Open,66,174
16252,2026-04-03,Logistics,Stock away there affect add sure.,Low,In Review,169,75
16253,2026-01-21,Veterinary,Shoulder less say occur.,Medium,Closed,359,221
16254,2026-03-06,Operations,Consumer store design economic.,Critical,Closed,414,119
16255,2026-02-13,Operations,Exactly him answer able.,Medium,Open,455,339
16256,2026-02-11,Operations,Remember day impact rather.,Medium,In Review,213,384
16257,2026-02-15,Analytics,Figure clear well table.,Critical,In Review,79,397
16258,2026-01-11,Logistics,Son should purpose task later.,Medium,Open,150,105
16259,2026-03-30,Analytics,Responsibility Democrat dream chance few read.,High,Open,361,314
16260,2026-01-18,Veterinary,Gun officer although material.,High,Open,274,332
16261,2026-02-23,Analytics,Maintain trial focus player.,High,In Review,455,424
16262,2026-03-15,Logistics,Television campaign figure would father.,Low,Closed,292,162
16263,2026-01-29,Operations,Lose daughter as focus.,Critical,Open,460,371
16264,2026-01-02,Analytics,Food change both key.,Low,Open,35,363
16265,2026-03-03,Logistics,State top agreement under effort.,Critical,Closed,45,131
16266,2026-03-11,Logistics,Report different maintain price cause.,Low,Closed,202,371
16267,2026-01-26,Operations,Cost share adult organization.,High,Closed,179,363
16268,2026-04-07,Logistics,Pm probably finish hear run modern.,Critical,In Review,138,388
16269,2026-02-07,Logistics,Follow picture page yard whom analysis.,High,Closed,242,202
16270,2026-01-01,Veterinary,Keep beyond because fear civil.,Medium,In Review,465,291
16271,2026-01-20,Analytics,Collection bed local they beat choose.,High,Closed,174,446
16272,2026-01-04,Analytics,My lawyer hold woman owner.,Critical,In Review,249,82
16273,2026-01-19,Operations,Carry pattern must back current act.,Critical,Open,337,110
16274,2026-01-22,Veterinary,Wrong their other.,Critical,Closed,233,475
16275,2026-01-05,Logistics,Far reach central.,Medium,Open,255,89
16276,2026-03-11,Logistics,Year because same age.,Critical,Closed,157,340
16277,2026-04-12,Analytics,Treat sometimes green.,High,Closed,192,100
16278,2026-03-18,Analytics,Size peace finish class season.,Critical,Closed,22,238
16279,2026-04-04,Veterinary,System worker practice amount over take.,Low,Closed,117,181
16280,2026-03-30,Operations,Resource person leg image plan reflect.,Medium,Closed,272,274
16281,2026-02-06,Logistics,Base sense military.,Low,Closed,202,426
16282,2026-01-23,Veterinary,Personal still she now rule body.,Low,In Review,263,18
16283,2026-02-15,Analytics,Plan care region hotel.,Critical,Closed,59,29
16284,2026-01-02,Logistics,Strong film something determine show seven.,Medium,Open,408,348
16285,2026-01-11,Logistics,Local we fear.,Low,Open,149,403
16286,2026-02-15,Analytics,Assume woman officer idea box.,High,Open,122,110
16287,2026-03-02,Logistics,Wind item wish although case.,Medium,Open,368,55
16288,2026-03-03,Analytics,Order good Republican use allow forget.,High,Open,328,169
16289,2026-02-24,Logistics,From fish check.,High,In Review,472,457
16290,2026-02-18,Veterinary,Someone authority note.,High,In Review,450,173
16291,2026-04-05,Analytics,Material public argue.,Medium,In Review,441,91
16292,2026-02-19,Veterinary,Question police argue she scene spend.,High,In Review,20,348
16293,2026-02-10,Logistics,Power here her.,Low,In Review,249,265
